imdb_id,budget,revenue,profit
tt0082869,16000000,17374595,1374595
tt0068935,130000,85000000,84870000
tt0173840,137000000,85131830,-51868170
tt0250494,18000000,141774679,123774679
tt0227445,68000000,71069884,3069884
tt0227005,5000000,5476060,476060
tt0094602,7500000,18869631,11369631
tt0096764,46630000,8083123,-38546877
tt0094667,4000000,670774,-3329226
tt0094701,4000000,9797098,5797098
tt0094746,20000000,51684798,31684798
tt0094761,19000000,8247943,-10752057
tt0094783,8000000,784990,-7215010
tt2018086,3512454,115860,-3396594
tt0094889,20000000,171504781,151504781
tt0094894,6000000,46616067,40616067
tt0094898,39000000,288752301,249752301
tt0090887,2000000,13167232,11167232
tt0094919,4500000,3813293,-686707
tt0095107,6000000,28202109,22202109
tt0095174,20000000,17637950,-2362050
tt0095253,24000000,43455230,19455230
tt0095326,9000000,6436211,-2563789
tt0095488,2500000,1189315,-1310685
tt0095489,12300000,84460846,72160846
tt0095519,8000000,22433275,14433275
tt0095687,20000000,13854000,-6146000
tt0095774,12000000,7242035,-4757965
tt0095853,8000000,1893139,-6106861
tt0095963,29000000,34994648,5994648
tt0095990,6200000,9205924,3005924
tt0089907,4000000,14237000,10237000
tt0084296,3500000,20659423,17159423
tt0096071,7000000,19595031,12595031
tt0096193,16000000,4594452,-11405548
tt0096256,4000000,13008928,9008928
tt0096320,15000000,216614388,201614388
tt0096794,31000000,74134790,43134790
tt0088708,1000000,10499694,9499694
tt0096926,5000000,117463,-4882537
tt0096928,10000000,40485039,30485039
tt0096933,30000000,45892212,15892212
tt0097027,22500000,18671317,-3828683
tt0097138,500000,10166459,9666459
tt0097142,19000000,19738015,738015
tt0097257,10000000,3916303,-6083697
tt0097334,16000000,2420917,-13579083
tt0097481,30000000,60864870,30864870
tt0097626,20000000,7237794,-12762206
tt0097637,17000000,78247647,61247647
tt0097659,1500000,14697005,13197005
tt0097737,25000000,15704614,-9295386
tt0097758,7000000,793775,-6206225
tt0097770,24000000,22099847,-1900153
tt0097778,7500000,296000000,288500000
tt0097815,11000000,49797148,38797148
tt0097889,3000000,1145404,-1854596
tt0097967,12000000,15942628,3942628
tt0097987,8000000,16093651,8093651
tt0098180,16000000,4192440,-11807560
tt0163025,93000000,368780809,275780809
tt0222851,12000000,15250000,3250000
tt0133152,100000000,362211740,262211740
tt0123948,20000,99000,79000
tt0261755,400000,43719,-356281
tt0243655,5000000,295206,-4704794
tt0098206,15000000,30050028,15050028
tt0098273,19000000,110879513,91879513
tt0098282,18000000,46908987,28908987
tt0098320,5000000,16554699,11554699
tt0098439,55000000,63408614,8408614
tt0098471,15000000,40590000,25590000
tt0098554,15000000,79258538,64258538
tt0098577,2000000,725131,-1274869
tt0098663,6000000,14278900,8278900
tt0087089,58000000,25928721,-32071279
tt0218922,42000000,35402320,-6597680
tt0247638,37000000,165335153,128335153
tt0266915,90000000,347325802,257325802
tt0064782,20000000,31678778,11678778
tt0080360,15000000,19853892,4853892
tt0252866,30000000,287553595,257553595
tt0181739,75000000,13596911,-61403089
tt0244000,35000000,13678913,-21321087
tt0261983,1500000,373967,-1126033
tt0238112,57000000,62112895,5112895
tt0250687,48000000,85498534,37498534
tt0261392,22000000,33788161,11788161
tt0228333,28000000,14010832,-13989168
tt0234829,34000000,19693891,-14306109
tt0263488,10000000,59217789,49217789
tt0092147,1900000,4790926,2890926
tt0246544,40000000,27053815,-12946185
tt0202470,57000000,16991902,-40008098
tt0242587,700000,1667192,967192
tt0221218,30000000,23619609,-6380391
tt0180734,32000000,40222729,8222729
tt0246464,40000000,8493890,-31506110
tt0118589,22000000,5271666,-16728334
tt0139654,45000000,104876233,59876233
tt0239986,1000000,2402459,1402459
tt0057193,9400000,60000000,50600000
tt0067588,725000,10600000,9875000
tt0055312,2900000,5000000,2100000
tt0091993,18000000,9697739,-8302261
tt0260866,50000000,100020092,50020092
tt0252501,31000000,24185781,-6814219
tt0196229,28000000,60780981,32780981
tt0206314,23000000,36642838,13642838
tt0273799,12000000,17292381,5292381
tt0240890,28000000,77516304,49516304
tt0080437,4500000,7206220,2706220
tt0080549,15000000,67182787,52182787
tt0219965,75000000,67631903,-7368097
tt0250310,11000000,23978402,12978402
tt0166924,15000000,20117339,5117339
tt0166110,10000000,7316658,-2683342
tt0066999,4000000,35976000,31976000
tt0067093,9000000,83304330,74304330
tt0120681,35000000,74558115,39558115
tt0272020,72000000,27642707,-44357293
tt0200027,48000000,35743308,-12256692
tt0272152,48000000,50315140,2315140
tt0246578,6000000,1270522,-4729478
tt0249478,75000000,54249294,-20750706
tt0198781,115000000,562816256,447816256
tt0267804,49000000,72700000,23700000
tt0275719,100000,490475,390475
tt0256380,40000000,141069860,101069860
tt0290332,7000000,10229331,3229331
tt0241527,125000000,976475550,851475550
tt0234354,6000000,2025238,-3974762
tt0253798,24000000,14782676,-9217324
tt0266987,92000000,143049560,51049560
tt0256009,4500000,6459020,1959020
tt0062994,14000000,52223306,38223306
tt0090095,2000000,390659,-1609341
tt0076299,810000,1258000,448000
tt0080661,6500000,31899000,25399000
tt0080745,35000000,27107960,-7892040
tt0074483,9000000,46236000,37236000
tt0076070,5500000,26414658,20914658
tt0085862,5000000,12232628,7232628
tt0086383,22000000,67642693,45642693
tt0159273,40000000,91753202,51753202
tt0240772,85000000,450717150,365717150
tt0211915,10000000,173921954,163921954
tt0277371,16000000,66468332,50468332
tt0259711,68000000,203388341,135388341
tt0265666,21000000,71441250,50441250
tt0088103,25000000,5778353,-19221647
tt0084684,4500000,10500000,6000000
tt0086346,15000000,16500000,1500000
tt0278488,12000000,31155435,19155435
tt0268397,25000000,80936232,55936232
tt0120737,93000000,871368364,778368364
tt0268995,72000000,37317558,-34682442
tt0268978,60000000,313542341,253542341
tt0051201,3000000,9000000,6000000
tt0248667,107000000,87713825,-19286175
tt0265086,92000000,172989651,80989651
tt0086619,12000000,30400000,18400000
tt0280707,19800000,87754044,67954044
tt0277027,22000000,92542418,70542418
tt0285742,4000000,44909486,40909486
tt0117653,15000000,76382,-14923618
tt0237534,29000000,70752904,41752904
tt0099044,38000000,153518974,115518974
tt0082288,18000000,14110013,-3889987
tt0087078,18000000,100000000,82000000
tt0085542,1200000,760883,-439117
tt0080771,5500000,4865000,-635000
tt0083511,12000000,78868508,66868508
tt0085271,15000000,10219460,-4780540
tt0106770,14000000,63513743,49513743
tt0066026,3500000,81600000,78100000
tt0055257,6000000,4300000,-1700000
tt0245844,35000000,75395048,40395048
tt0265349,32000000,55157539,23157539
tt0281358,11000000,41227069,30227069
tt0294289,344,4,-340
tt0293416,14500000,95789342,81289342
tt0097116,13000000,22030000,9030000
tt0240900,14000000,6413915,-7586085
tt0082525,24000000,939423,-23060577
tt0265298,15000000,52970014,37970014
tt0233469,85000000,78382433,-6617567
tt0109190,50000000,16671505,-33328495
tt0085891,19000000,11000000,-8000000
tt0275022,12000000,61141030,49141030
tt0251114,70000000,32287044,-37712956
tt0251160,36000000,102244770,66244770
tt0280030,20000000,109862682,89862682
tt0247745,3000000,18492362,15492362
tt0107034,17000000,44456478,27456478
tt0081698,8000000,11715321,3715321
tt0259288,60000000,52322400,-7677600
tt0238546,35000000,45479110,10479110
tt0074174,35000000,35323292,323292
tt0277434,75000000,114660784,39660784
tt0110146,45000000,21355893,-23644107
tt0108395,23000000,71368,-22928632
tt0038057,1202007,2948386,1746379
tt0278295,14000000,25482931,11482931
tt0268695,80000000,123729176,43729176
tt0290212,2000000,2506446,506446
tt0080855,44000000,3484331,-40515669
tt0081071,10000000,15795189,5795189
tt0268380,59000000,383257136,324257136
tt0120804,33000000,102984862,69984862
tt0284490,85000000,77741732,-7258268
tt0264761,1000000,10013424,9013424
tt0245574,5000000,33616692,28616692
tt0105459,7,5,-2
tt0083169,14000000,35856053,21856053
tt0187738,54000000,155010032,101010032
tt0157472,26000000,38793283,12793283
tt0258000,48000000,196397415,148397415
tt0265662,20000000,75597042,55597042
tt0254686,3000000,9801375,6801375
tt0257756,42000000,63781810,21781810
tt0283111,5000000,38275483,33275483
tt0042876,250000,96568,-153432
tt0264472,45000000,94935764,49935764
tt0264616,11000000,13110448,2110448
tt0253867,43000000,68696770,25696770
tt0266391,7000000,3646994,-3353006
tt0219822,6000000,705308,-5294692
tt0259446,5000000,368744044,363744044
tt0072737,1000000,16000000,15000000
tt0264935,50000000,56714147,6714147
tt0277296,60000000,165333180,105333180
tt0211443,11000000,16951798,5951798
tt0282687,40000000,16872671,-23127329
tt0235737,18000000,676698,-17323302
tt0120467,120000,14904,-105096
tt0101701,18000000,5546827,-12453173
tt0065916,106000,19319254,19213254
tt0088256,9000000,10364904,1364904
tt0145487,139000000,821708551,682708551
tt0102753,7500000,6266621,-1233379
tt0103247,14000000,34793160,20793160
tt0250797,50000000,119137784,69137784
tt0091578,860000,2451545,1591545
tt0276751,27000000,129000000,102000000
tt0121765,120000000,649398328,529398328
tt0247199,1500000,416925,-1083075
tt0077523,5,85,80
tt0278435,38000000,51801187,13801187
tt0278504,46000000,113714830,67714830
tt0166813,80000000,122563539,42563539
tt0164184,68000000,193000000,125000000
tt0279493,25000000,41604473,16604473
tt0105219,10000000,14356479,4356479
tt0280486,70000000,65977295,-4022705
tt0285441,1934000,3786801,1852801
tt0258463,60000000,214034224,154034224
tt0267913,84000000,275650703,191650703
tt0245562,115000000,77628265,-37371735
tt0061770,5860000,12000000,6140000
tt0091472,18000000,3900000,-14100000
tt0041866,1600000,5400000,3800000
tt0275847,80000000,145771527,65771527
tt0181689,102000000,358372926,256372926
tt0280590,50000000,171269535,121269535
tt0258273,250000,4186931,3936931
tt0120912,140000000,441818803,301818803
tt0289408,10000000,11411644,1411644
tt0253556,60000000,43061982,-16938018
tt0257044,80000000,181001478,101001478
tt0089798,19000000,12918858,-6081142
tt0068837,100000,22000000,21900000
tt0220506,13000000,37664855,24664855
tt0267626,100000000,35168966,-64831034
tt0243585,120000000,169956806,49956806
tt0295178,63000000,296655431,233655431
tt0303353,40000,1434436,1394436
tt0303243,1900000,240093,-1659907
tt0271219,150000,2891288,2741288
tt0088286,9000000,20458340,11458340
tt0286106,72000000,408247917,336247917
tt0287717,38000000,119723358,81723358
tt0279113,8000000,16856124,8856124
tt0309377,50000000,26199517,-23800483
tt0295701,70000000,277448382,207448382
tt0327036,3000000,19184015,16184015
tt0180052,100000000,7103973,-92896027
tt0300532,25000000,51842679,26842679
tt0255589,50000,21075,-28925
tt0256276,25000000,10113733,-14886267
tt0265459,12000000,52223306,40223306
tt0261289,29000000,16930185,-12069815
tt0281322,20000000,12398628,-7601372
tt0082186,15000000,41092328,26092328
tt0102059,26000000,181096164,155096164
tt0109368,8500000,250993,-8249007
tt0090966,14000000,62134225,48134225
tt0049452,1000000,9000000,8000000
tt0083336,17000000,10626725,-6373275
tt0295254,40000000,18902015,-21097985
tt0269095,40000000,22433915,-17566085
tt0283026,8500000,34411240,25911240
tt0303714,12000000,75781642,63781642
tt0293662,21000000,43928932,22928932
tt0280760,9000000,4777465,-4222535
tt0103924,24000000,22518097,-1481903
tt0077681,230000,25000000,24770000
tt0100666,3000000,15369573,12369573
tt0308208,70000000,19924033,-50075967
tt0240510,35000000,29882645,-5117355
tt0280380,30000000,6916869,-23083131
tt0274812,4000000,9304609,5304609
tt0245429,15000000,274925095,259925095
tt0256415,30000000,180622424,150622424
tt0179098,21000000,10011050,-10988950
tt0289765,78000000,209196298,131196298
tt0095895,2500000,589244,-1910756
tt0098575,33000000,1132112,-31867888
tt0103977,130000,799674,669674
tt0297037,8000000,27362712,19362712
tt0211465,15000000,12000000,-3000000
tt0283084,15000000,19158074,4158074
tt0310793,4000000,35564473,31564473
tt0272338,25000000,17000000,-8000000
tt0291502,10000000,598645,-9401355
tt0267248,25000000,10719357,-14280643
tt0227984,28,14,-14
tt0298130,48000000,249348933,201348933
tt0298744,7000000,2062066,-4937934
tt0145937,3000000,13308,-2986692
tt0107254,3000000,15938065,12938065
tt0076666,3500000,237113184,233613184
tt0086361,22000000,64892670,42892670
tt0081747,20000000,3763988,-16236012
tt0081777,20000000,22471595,2471595
tt0081974,12000000,40716963,28716963
tt0082005,10000000,6892098,-3107902
tt0082085,18000000,12000000,-6000000
tt0082242,3000000,216166,-2783834
tt0082432,3000000,11740000,8740000
tt0082464,300000,1400000,1100000
tt0082497,6500000,566736,-5933264
tt0082507,10000000,2154696,-7845304
tt0082648,18000000,2945600,-15054400
tt0082801,8500000,29916207,21416207
tt0082894,22000000,9171289,-12828711
tt0082948,2800000,26279000,23479000
tt0288477,35000000,68349884,33349884
tt0322802,5000000,64282312,59282312
tt0252223,15000000,23000,-14977000
tt0120679,12000000,56298474,44298474
tt0061452,12000000,41744718,29744718
tt0053804,4000000,21750000,17750000
tt0297181,70000000,33561137,-36438863
tt0304669,65000000,172855065,107855065
tt0210382,16000000,109130,-15890870
tt0280665,35000000,16838910,-18161090
tt0298203,41000000,215000000,174000000
tt0297884,13500000,29027914,15527914
tt0295297,100000000,876688482,776688482
tt0263734,7500000,4245870,-3254130
tt0102782,11000000,2807854,-8192146
tt0083000,1750000,100000,-1650000
tt0081455,4100000,14225876,10125876
tt0083113,14000000,439564,-13560436
tt0083193,5000000,2028612,-2971388
tt0246460,140000000,431971116,291971116
tt0293815,20000000,33526835,13526835
tt0258068,30000000,27674124,-2325876
tt0287467,9285469,51001550,41716081
tt0283160,40000000,10959475,-29040525
tt0307479,47000000,30002758,-16997242
tt0133240,140000000,109578115,-30421885
tt0084749,4000000,39103425,35103425
tt0058777,3500000,8000000,4500000
tt0289848,60000000,55003135,-4996865
tt0262396,4000000,18591272,14591272
tt0268126,19000000,32801173,13801173
tt0238380,20000000,5359645,-14640355
tt0083284,10000000,27453418,17453418
tt0083542,20000000,8178569,-11821431
tt0083642,35000000,69701637,34701637
tt0083745,850000,840000,-10000
tt0303933,20000000,57588485,37588485
tt0252076,55000000,154906693,99906693
tt0253754,60000000,67312826,7312826
tt0257360,30000000,105834556,75834556
tt0167261,79000000,926287400,847287400
tt0307901,15000000,13060843,-1939157
tt0168786,12500000,23367586,10867586
tt0217505,100000000,193772504,93772504
tt0313737,60000000,93354918,33354918
tt0272207,6500000,12633747,6133747
tt0106453,30000000,13273595,-16726405
tt0050629,1750000,2200000,450000
tt0120042,130000,1596,-128404
tt0049934,6000000,12500000,6500000
tt0264464,52000000,352114312,300114312
tt0255477,40000000,41323171,1323171
tt0299658,45000000,306776732,261776732
tt0274558,25000000,41597830,16597830
tt0253474,35000000,120072577,85072577
tt0270288,30000000,33013805,3013805
tt0305711,18000000,101564935,83564935
tt0295289,20000000,17432163,-2567837
tt0317248,3300000,30641770,27341770
tt0057869,120000,182857,62857
tt0326769,24000000,23510601,-489399
tt0309593,26000000,90426405,64426405
tt0303361,500000,150277,-349723
tt0083943,18000000,70687344,52687344
tt0251127,50000000,177371441,127371441
tt0300471,50000000,88323487,38323487
tt0287978,78000000,179179718,101179718
tt0283426,20000000,135680000,115680000
tt0106701,35000000,117270765,82270765
tt0085121,4520000,7175592,2655592
tt0078872,2700000,37799643,35099643
tt0061523,3500000,2000000,-1500000
tt0059573,800000,6792000,5992000
tt0093771,6000000,1432687,-4567313
tt0279331,15000000,9237470,-5762530
tt0279111,56000000,12923936,-43076064
tt0289992,50000000,38955598,-11044402
tt0302886,24000000,87055349,63055349
tt0306685,25000000,56489558,31489558
tt0305669,20000000,132675402,112675402
tt0314353,70000000,85632458,15632458
tt0286499,3500159,76578641,73078482
tt0269347,55000000,34234008,-20765992
tt0055047,5037000,14483352,9446352
tt0178868,1200000,8690429,7490429
tt0218553,6000000,18686644,12686644
tt0065054,8000000,20000000,12000000
tt0285462,20000000,8586376,-11413624
tt0285531,68000000,75715436,7715436
tt0046247,4100000,36000000,31900000
tt0105824,29000000,5519569,-23480431
tt0264395,50000000,42792561,-7207439
tt0298814,60000000,74208267,14208267
tt0316188,800000,2816116,2016116
tt0266465,36000000,44350926,8350926
tt0183649,13000000,97837138,84837138
tt0304328,7500000,209151,-7290849
tt0305224,75000000,195745823,120745823
tt0297144,13000000,17040871,4040871
tt0251736,7000000,16829545,9829545
tt0310281,6000000,18750246,12750246
tt0301727,35866397,20217080,-15649317
tt0067800,2200000,3251794,1051794
tt0066769,6500000,12376563,5876563
tt0250371,7000000,4720371,-2279629
tt0078504,24000000,21049053,-2950947
tt0102411,26000000,12454768,-13545232
tt0102849,3000000,9563393,6563393
tt0309698,30000000,90259536,60259536
tt0332605,2500000,57862,-2442138
tt0306841,17000000,55534455,38534455
tt0290334,110000000,407711549,297711549
tt0290145,1000000,464000,-536000
tt0317303,60000000,164433867,104433867
tt0234215,150000000,738599701,588599701
tt0309530,35000000,20298207,-14701793
tt0283900,5300000,3897799,-1402201
tt0315327,80000000,484572835,404572835
tt0266543,94000000,940335536,846335536
tt0317740,60000000,176070171,116070171
tt0295700,12600000,28650575,16050575
tt0322259,76000000,236350661,160350661
tt0298228,8000000,41400000,33400000
tt0102603,35000000,23562716,-11437284
tt0101410,9000000,6153939,-2846061
tt0102900,22000000,11511031,-10488969
tt0329028,19000000,39267515,20267515
tt0339034,12000000,4922166,-7077834
tt0329717,75000000,51142659,-23857341
tt0318283,30000000,15368897,-14631103
tt0289043,5000000,82719885,77719885
tt0305357,120000000,259175788,139175788
tt0106447,2500000,764083,-1735917
tt0054198,151000,8000000,7849000
tt0045125,3005000,6746000,3741000
tt0286716,137000000,245360480,108360480
tt0333780,45000000,124914842,79914842
tt0165982,60000000,26288320,-33711680
tt0181852,200000000,435000000,235000000
tt0324133,7800000,22441323,14641323
tt0325980,140000000,655011224,515011224
tt0311429,78000000,179265204,101265204
tt0172156,130000000,273339556,143339556
tt0274166,40000000,160583018,120583018
tt0100053,1500000,5585154,4085154
tt0325703,95000000,156505388,61505388
tt0329575,87000000,148336445,61336445
tt0338459,38000000,197011982,159011982
tt0319769,4000000,146402,-3853598
tt0055256,3000000,4000000,1000000
tt0066249,10000000,1500000,-8500000
tt0328828,55000000,231449203,176449203
tt0299930,54000000,7266209,-46733791
tt0322330,26000000,110230332,84230332
tt0257076,80000000,116643346,36643346
tt0329101,30000000,114908830,84908830
tt0316356,22000000,68296293,46296293
tt0263757,20000000,37095657,17095657
tt0313911,28000000,58795814,30795814
tt0045888,658000,23800000,23142000
tt0107504,6000000,12974636,6974636
tt0086525,350000,17343596,16993596
tt0062467,4000000,11000000,7000000
tt0102915,8000000,2275557,-5724443
tt0066434,777000,2437000,1660000
tt0062430,5000000,50000000,45000000
tt0085780,6000000,3661757,-2338243
tt0045546,210000,5000000,4790000
tt0100814,11000000,48572000,37572000
tt0075066,6000000,33833201,27833201
tt0088944,10000000,57500000,47500000
tt0266747,20000000,1675706,-18324294
tt0301470,17000000,63102666,46102666
tt0304711,35000000,11560806,-23439194
tt0320244,5000000,742898,-4257102
tt0303816,1500000,30553394,29053394
tt0325805,62000000,65565672,3565672
tt0285823,29000000,98185582,69185582
tt0335266,4000000,119723856,115723856
tt0077369,12000000,22765081,10765081
tt0088993,3500000,34000000,30500000
tt0064418,24000000,33208099,9208099
tt0104850,40000000,14358033,-25641967
tt0079826,9250000,29174648,19924648
tt0089730,3200000,10000000,6800000
tt0191133,15000000,30238577,15238577
tt0320691,22000000,95708457,73708457
tt0266489,40000000,19322135,-20677865
tt0327850,85000000,80916492,-4083508
tt0328589,18000000,58878723,40878723
tt0330602,4361898,3031801,-1330097
tt0286244,8000000,1477676,-6522324
tt0086541,5952000,2120439,-3831561
tt0169102,5200000,8100000,2900000
tt0055031,3000000,10000000,7000000
tt0078199,118,19,-99
tt0074119,8500000,70600000,62100000
tt0267287,8000000,8826094,826094
tt0106375,15000000,118243066,103243066
tt0101507,6500000,57504069,51004069
tt0101516,30000000,49114016,19114016
tt0104006,18000000,21591728,3591728
tt0065207,7700000,21000000,13300000
tt0102945,19000000,174999005,155999005
tt0110759,9000000,4350774,-4649226
tt0100514,10000000,21633874,11633874
tt0087062,25000000,38348988,13348988
tt0089346,11400000,6700000,-4700000
tt0102749,8000000,10400000,2400000
tt0079576,2500000,15014674,12514674
tt0104376,13000000,3721911,-9278089
tt0101371,18000000,6375979,-11624021
tt0094169,5000000,858250,-4141750
tt0108320,10500000,123509,-10376491
tt0076271,500000,17000000,16500000
tt0061809,3500000,13007551,9507551
tt0102460,23000000,20246790,-2753210
tt0313443,50000000,55495563,5495563
tt0332379,35000000,131282949,96282949
tt0340377,500000,8679814,8179814
tt0335563,5000000,2466444,-2533556
tt0327056,25000000,156822020,131822020
tt0317676,7000000,13818181,6818181
tt0138524,60000000,119940815,59940815
tt0266697,30000000,180949000,150949000
tt0313542,60000000,80154140,20154140
tt0324216,9500000,107071655,97571655
tt0325055,7000000,10000000,3000000
tt0312549,17000000,1569918,-15430082
tt0199626,12000000,23,-11999977
tt0316465,32000000,52277485,20277485
tt0306047,48000000,220673217,172673217
tt0363589,3000000,10012022,7012022
tt0323944,6000000,2944752,-3055248
tt0242653,150000000,424988211,274988211
tt0319343,32000000,173398518,141398518
tt0314331,40000000,244931766,204931766
tt0318155,80000000,68514844,-11485156
tt0311113,150000000,212011111,62011111
tt0343121,300000,7808524,7508524
tt0348836,40000000,141591324,101591324
tt0315733,20000000,60427839,40427839
tt0338135,8000000,3432342,-4567658
tt0307987,23000000,76488889,53488889
tt0338094,90000000,182290266,92290266
tt0300556,80000000,43935763,-36064237
tt0099365,16000000,48878502,32878502
tt0102526,8500000,47624253,39124253
tt0086567,12000000,79567667,67567667
tt0016641,3900000,9000000,5100000
tt0091167,6400000,40084041,33684041
tt0102034,30000000,15556340,-14443660
tt0102070,65000000,17218080,-47781920
tt0077745,3500000,24046533,20546533
tt0099938,15000000,201957688,186957688
tt0102266,29000000,59509925,30509925
tt0070849,1250000,36144000,34894000
tt0100201,20000000,15379253,-4620747
tt0093692,25000000,16057580,-8942420
tt0105104,15000000,44065653,29065653
tt0100404,22000000,221303188,199303188
tt0093793,18000000,18532286,532286
tt0102729,17010000,24941969,7931969
tt0266308,4500000,25000000,20500000
tt0107156,1000000,6933459,5933459
tt0105211,35000000,4651977,-30348023
tt0093936,12000000,110996879,98996879
tt0088194,14500000,8089290,-6410710
tt0056663,64000,24517,-39483
tt0100935,9500000,14560247,5060247
tt0090350,24000000,18707466,-5292534
tt0027948,864000,1276000,412000
tt0028333,886000,2600000,1714000
tt0055798,2650000,3100000,450000
tt0004972,100000,11000000,10900000
tt0040724,3000000,9012000,6012000
tt0031971,531374,1103757,572383
tt0062765,5500000,42300873,36800873
tt0024034,439000,2281000,1842000
tt0024166,225000,2850000,2625000
tt0087892,8000000,27187653,19187653
tt0299977,31000000,177394432,146394432
tt0026071,1152000,1439000,287000
tt0087544,1000000,3301446,2301446
tt0092925,20000000,66673516,46673516
tt0078723,35000000,31755742,-3244258
tt0107387,900000,8556940,7656940
tt0102818,16000000,4409328,-11590672
tt0322589,18000000,62646763,44646763
tt0325710,140000000,456758981,316758981
tt0319061,70000000,122919055,52919055
tt0337741,80000000,266728738,186728738
tt0338466,55000000,33828318,-21171682
tt0167260,94000000,1118888979,1024888979
tt0337909,10000000,96542059,86542059
tt0315983,16500000,16942795,442795
tt0340855,8000000,60378584,52378584
tt0349205,40000000,190212113,150212113
tt0159365,79000000,173013509,94013509
tt0338337,60000000,96269812,36269812
tt0316396,100000000,121975011,21975011
tt0335013,15000000,2281585,-12718415
tt0360139,23000000,12,-22999988
tt0343135,42000000,171963386,129963386
tt0329691,40000000,46546197,6546197
tt0071577,6500000,26533200,20033200
tt0109376,10700000,1238080,-9461920
tt0107750,6000000,3283371,-2716629
tt0098987,49000000,20423389,-28576611
tt0093737,15000000,13290368,-1709632
tt0104009,30000000,14110589,-15889411
tt0107594,11000000,1044824,-9955176
tt0289879,13000000,96060858,83060858
tt0335559,17000000,16980098,-19902
tt0315824,50000000,6808550,-43191450
tt0345551,850000,819939,-30061
tt0337579,18000000,65070412,47070412
tt0337917,18000000,16702864,-1297136
tt0349825,28000000,64445708,36445708
tt0309987,15000000,15121165,121165
tt0073282,70000,11800000,11730000
tt0328538,2000000,4601043,2601043
tt0013140,1100000,400200,-699800
tt0086955,18000000,19265302,1265302
tt0343660,75000000,196482882,121482882
tt0361925,30000000,14000000,-16000000
tt0067927,1300000,72266306,70966306
tt0015400,1135654,1213880,78226
tt0089421,12500000,238227,-12261773
tt0091828,8500000,16209459,7709459
tt0312329,39000000,6614280,-32385720
tt0361467,15000000,29331068,14331068
tt0356150,25000000,20796847,-4203153
tt0335345,30000000,611899420,581899420
tt0331953,8500000,5001655,-3498345
tt0338096,25000000,27685016,2685016
tt0315297,50000000,25195000,-24805000
tt0301357,4800000,79384880,74584880
tt0317648,100000000,108103450,8103450
tt0335438,60000000,170268750,110268750
tt0358349,26000000,28818995,2818995
tt0265208,25000000,30411183,5411183
tt0363988,40000000,92913171,52913171
tt0360009,19250000,8112712,-11137288
tt0109447,19000000,7411659,-11588341
tt0118172,12,1,-11
tt0363547,28000000,102356381,74356381
tt0338013,20000000,72258126,52258126
tt0364045,45000000,65470529,20470529
tt0332658,5000000,4856298,-143702
tt0300051,35000000,36098382,1098382
tt0354766,3000000,5923000,2923000
tt0276919,10000000,16680836,6680836
tt0167190,66000000,99318987,33318987
tt0299172,110000000,103951461,-6048539
tt0351977,56000000,57223890,1223890
tt0359517,12000000,31179516,19179516
tt0318974,145000000,25819961,-119180039
tt0327679,31000000,27388767,-3611233
tt0327247,40000000,26155781,-13844219
tt0049833,13000000,122700000,109700000
tt0077402,650000,55000000,54350000
tt0059797,5600000,29950000,24350000
tt0088680,4500000,10609321,6109321
tt0345074,20000000,11341016,-8658984
tt0378194,30000000,152159461,122159461
tt0330793,33000000,54700105,21700105
tt0289635,6400000,2500000,-3900000
tt0337563,37000000,96455697,59455697
tt0328107,70000000,130293714,60293714
tt0335121,25000000,30114487,5114487
tt0323033,28000000,30016165,2016165
tt0377092,17000000,129042871,112042871
tt0277895,6000000,293793,-5706207
tt0338526,160000000,300257475,140257475
tt0339419,800000,62852,-737148
tt0332452,175000000,497409852,322409852
tt0160184,55000000,6416302,-48583698
tt0089092,40000000,12303411,-27696589
tt0070034,850000,90000000,89150000
tt0062512,9500000,111584787,102084787
tt0086034,27500000,187500000,160000000
tt0086006,36000000,160000000,124000000
tt0089015,350000,2400000,2050000
tt0086984,10000000,8801940,-1198060
tt0056241,500000,2500000,2000000
tt0105217,12000000,37170057,25170057
tt0105017,12000000,2280148,-9719852
tt0078966,5900000,51718367,45818367
tt0034587,134000,4000000,3866000
tt0079227,1000000,18300000,17300000
tt0110725,50000000,49000000,-1000000
tt0155713,1070000,570000,-500000
tt0089114,25000000,9873044,-15126956
tt0080120,4000000,22490039,18490039
tt0066549,25000000,3052000,-21948000
tt0066580,600000,34505110,33905110
tt0070518,4638783,11000000,6361217
tt0065446,3716946,5000000,1283054
tt0102116,7000000,191125,-6808875
tt0058404,3000000,12000000,9000000
tt0100260,11000000,8862354,-2137646
tt0209077,1300000,447741,-852259
tt0075784,22000000,50750000,28750000
tt0087003,8000000,10600497,2600497
tt0091083,4500000,1261000,-3239000
tt0120199,25000000,1614266,-23385734
tt0095756,210000,107352,-102648
tt0072856,300000,8000000,7700000
tt0068638,3352254,58831997,55479743
tt0070379,500000,3000000,2500000
tt0060490,3500000,12000000,8500000
tt0285728,250000,144008,-105992
tt0102631,34000000,18634643,-15365357
tt0047849,1271000,3788000,2517000
tt0062794,950000,814666,-135334
tt0065466,2090000,40000000,37910000
tt0101373,36000000,1345903,-34654097
tt0100258,4200000,5835247,1635247
tt0024481,1114000,2610000,1496000
tt0087957,7200000,68392977,61192977
tt0068421,6000000,7500000,1500000
tt0046816,2000000,21750000,19750000
tt0079116,8000000,43000000,35000000
tt0298148,150000000,919838758,769838758
tt0319262,125000000,544272402,419272402
